Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Acinonyx jubatus,9823,9839,11.28,2,,,,Exact,9.01315,0,"Acinonyx jubatus (Schreber, 1775)",Acinonyx jubatus,9BTZ,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Acinonyx|Acinonyx jubatus,
1,,Caracal,10475,10482,,1,,,,Exact,9.01315,0,"Caracal Gray, 1843",Caracal,3H8V,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Caracal,
2,,Caracal aurata,9840,9854,8.55,2,,,,Exact,8.98392,0,Caracal aurata Temminck,Caracal aurata,1005980,184,ASM Mammal Diversity DB,Animalia|Chordata|Mammalia|Carnivora|Felidae|Caracal|Caracal aurata,
3,,Caracal caracal,9855,9870,4.45,2,,,,Exact,9.01315,0,"Caracal caracal (Schreber, 1776)",Caracal caracal,QZRR,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Caracal|Caracal caracal,
4,,Caracal serval,9871,9885,4.46,2,,,,Exact,8.98392,0,Caracal serval (Schreber 1776),Caracal serval,224082,172,PaleoBioDB,||Mammalia|Carnivora|Caracal serval,
5,,Felidae,133,140,4.76,1,,,,Exact,9.01315,0,"Felidae Fischer de Waldheim, 1817",Felidae,623RM,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae,
6,,Felis chaus,9886,9897,8.09,2,,,,Exact,9.01315,0,"Felis chaus Schreber, 1777",Felis chaus,3DXV4,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Felis|Felis chaus,
7,,Felis margarita,9898,9913,7.38,2,,,,Exact,9.01315,0,"Felis margarita Loche, 1858",Felis margarita,3DXVH,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Felis|Felis margarita,
8,,Felis nigripes,9914,9928,10.52,2,,,,Exact,9.01315,0,"Felis nigripes Burchell, 1824",Felis nigripes,3DXVM,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Felis|Felis nigripes,
9,,Felis silvestris lybica,9929,9952,18.33,3,,,,Exact,9.32315,0,"Felis silvestris lybica Forster, 1780",Felis silvestris lybica,5HC2Y,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Felis|Felis silvestris|Felis silvestris lybica,
10,,L. pardinus,42414,42426,7.06,2,,,,NoMatch,0.0,,,,,,,,
11,,Leopardus colocolo,9953,9971,9.44,2,,,,Exact,9.01315,0,"Leopardus colocolo (Molina, 1782)",Leopardus colocolo,3T786,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Leopardus|Leopardus colocolo,
